Data,Mandante,Hor/Res,Visitante,Liga,Fase,Unnamed: 6,Torneio,Campo
2023-10-08 14:00:00,João Pessoa Espectros,54 - 00,Santa Cruz Imortais,,,,bfa-2023,Vila Olímpica Parahyba - João Pessoa/PB
2023-10-14 15:00:00,T-Rex,10 - 00,Istepôs FA,,,,bfa-2023,Complexo Esportivo - Timbó/SC
2023-10-14 16:00:00,Galo FA,49 - 07,Vasco Almirantes,,,,bfa-2023,CTE/UFMG - Belo Horizonte/MG
2023-10-15 14:00:00,Juventude FA,00 - 43,Almirantes FA,,,,bfa-2023,SESI - Caxias do Sul/RS
2023-10-15 14:00:44,João Pessoa Espectros,38 - 08,Carrancas FA,,-,,bfa-2023,
2023-10-15 17:00:55,Cuiabá Arsenal,16 - 06,Rondonópolis Hawks,,-,,bfa-2023,
2023-10-28 13:00:47,Fortaleza Tritões,40 - 13,Cavalaria 2 de Julho,,-,,bfa-2023,
2023-10-28 14:00:39,Almirantes FA,30 - 08,Santa Maria Soldiers,,-,,bfa-2023,
2023-10-28 17:00:06,T-Rex,17 - 00,Juventude FA,,-,,bfa-2023,
2023-10-28 18:00:18,Sorriso Hornets,22 - 13,Cuiabá Arsenal,,-,,bfa-2023,
2023-10-29 09:00:00,São Luís Sharks,08 - 42,Manaus FA,,-,,bfa-2023,
2023-10-29 14:00:48,Recife Mariners,34 - 13,João Pessoa Espectros,,-,,bfa-2023,
2023-10-29 14:00:51,Cruzeiro FA,34 - 22,Locomotiva FA,,-,,bfa-2023,
2023-11-11 14:00:21,Manaus FA,12 - 22,Sorriso Hornets,,-,,bfa-2023,
2023-11-11 16:00:53,Galo FA,27 - 00,Cruzeiro FA,,-,,bfa-2023,
2023-11-11 20:00:10,T-Rex,12 - 15,Almirantes FA,,-,,bfa-2023,
2023-11-12 14:00:10,Recife Mariners,41 - 20,Fortaleza Tritões,,-,,bfa-2023,
2023-11-25 15:00:11,Recife Mariners,06 - 25,Almirantes FA,,,,bfa-2023,
2023-11-25 18:00:49,Galo FA,42 - 06,Sorriso Hornets,,,,bfa-2023,
2023-12-16 15:00:34,Almirantes FA,14 - 21,Galo FA,,,,bfa-2023,
2023-08-05 14:00:00,Flamengo Imperadores,00 - 34,Galo FA,,,,brasileirao-2023,Louzadão - Mesquita/RJ
2023-08-06 10:00:00,Juiz de Fora Imperadores,06 - 16,Tritões FA,,,,brasileirao-2023,Juiz de Fora/MG
2023-08-19 17:00:00,Coritiba Crocodiles,44 - 07,Corinthians Steamrollers,,,,brasileirao-2023,Croco Stadium - Curitiba/PR
2023-08-20 10:00:00,Guarulhos Rhynos,39 - 03,Gama Leões de Judá,,,,brasileirao-2023,Guarulhos/SP
2023-08-20 14:00:00,Paraná HP,00 - 07,Brown Spiders,,,,brasileirao-2023,Centro Esportivo Fanático - Campo Largo/PR
2023-08-20 14:00:00,Rio Preto Weilers,31 - 14,Moura Lacerda Dragons,,,,brasileirao-2023,Teixeirão - S. J. do Rio Preto/SP
2023-08-26 18:30:00,Rio Football Academy,02 - 21,Galo FA,,,,brasileirao-2023,Centro de Futebol Zico - Rio de Janeiro/RJ
2023-09-03 10:00:00,Tritões FA,15 - 18,Flamengo Imperadores,,,,brasileirao-2023,
2023-09-03 14:00:00,Brown Spiders,00 - 30,Coritiba Crocodiles,,,,brasileirao-2023,Curitiba/PR
2023-09-03 14:00:00,Corinthians Steamrollers,43 - 15,Paraná HP,,,,brasileirao-2023,São José dos Campos/SP
2023-09-10 10:00:00,Guarulhos Rhynos,03 - 34,Rio Preto Weilers,,,,brasileirao-2023,Guarulhos/SP
2023-09-17 10:00:00,Gama Leões de Judá,09 - 21,Moura Lacerda Dragons,,,,brasileirao-2023,Gama/DF
2023-09-17 11:00:00,Galo FA,68 - 00,Juiz de Fora Imperadores,,,,brasileirao-2023,CTE/UFMG - Belo Horizonte/MG
2023-09-23 14:00:00,Flamengo Imperadores,06 - 13,Rio Football Academy,,,,brasileirao-2023,Estádio Correão - Cabo Frio/RJ
2023-09-24 09:00:00,Paraná HP,00 - 42,Rio Preto Weilers,,,,brasileirao-2023,Centro Esportivo Fanático - Campo Largo/PR
2023-09-24 14:00:00,Brown Spiders,06 - 16,Guarulhos Rhynos,,,,brasileirao-2023,Croco Stadium - Curitiba/PR
2023-09-30 15:00:00,Moura Lacerda Dragons,00 - 21,Coritiba Crocodiles,,,,brasileirao-2023,Campus Moura Lacerda - Ribeirão Preto/SP
2023-10-01 10:00:00,Gama Leões de Judá,00 - 32,Corinthians Steamrollers,,,,brasileirao-2023,Goiânia/GO
2023-10-07 16:00:00,Galo FA,50 - 00,Tritões FA,,,,brasileirao-2023,CTE/UFMG - Belo Horizonte/MG
2023-10-08 11:00:00,Juiz de Fora Imperadores,00 - 54,Rio Football Academy,,,,brasileirao-2023,Juiz de Fora/MG
2023-10-14 14:00:00,Coritiba Crocodiles,81 - 00,Paraná HP,,,,brasileirao-2023,Croco Stadium - Curitiba/PR
2023-10-21 14:00:00,Tritões FA,03 - 40,Rio Football Academy,,,,brasileirao-2023,Toca do Índio - Vila Velha/ES
2023-10-22 10:00:00,Corinthians Steamrollers,14 - 17,Brown Spiders,,,,brasileirao-2023,Centro Esportivo Dr. Pitico - Sorocaba/SP
2023-10-22 10:00:00,Rio Preto Weilers,54 - 00,Gama Leões de Judá,,,,brasileirao-2023,Teixeirão - S. J. do Rio Preto/SP
2023-10-22 10:00:00,Juiz de Fora Imperadores,00 - 39,Flamengo Imperadores,,,,brasileirao-2023,Juiz de Fora/MG
2023-10-22 14:00:00,Moura Lacerda Dragons,07 - 14,Guarulhos Rhynos,,,,brasileirao-2023,Campus Moura Lacerda - Ribeirão Preto/SP
2023-07-16 14:00:00,Erechim Coroados,33 - 00,Criciúma Iron Tigers,,,,brasileirao-2023,Erechim/RS
2023-07-16 14:00:00,São Bernardo Avengers,00 - 22,Spartans Football,,,,brasileirao-2023,CT Touchdown - São Paulo/SP
2023-07-16 14:30:00,Canoas Bulls,26 - 00,Gravataí Spartans,,,,brasileirao-2023,Canoas/RS
2023-07-23 10:00:00,Piracicaba Cane Cutters,19 - 26,Goiânia Saints,,,,brasileirao-2023,Piracicaba/SP
2023-07-23 14:00:00,Rio de Janeiro Captains,00 - 26,Macaé Oilers,,,,brasileirao-2023,Septiba/RJ
2023-07-23 14:30:00,Porto Alegre Pumpkins,41 - 00,Carlos Barbosa Ximangos,,,,brasileirao-2023,Coelhão - Guaíba/RS
2023-07-30 14:00:00,Ocelots FA,28 - 02,Vikings FA,,,,brasileirao-2023,Jundiaí/SP
2023-08-05 14:00:00,Erechim Coroados,17 - 00,São Miguel Indians,,,,brasileirao-2023,Erechim/RS
2023-08-06 10:00:00,Londrina Bristlebacks,50 - 13,Caraguá Ghostship,,,,brasileirao-2023,Estádio VGD - Londrina/PR
2023-08-06 14:00:00,Criciúma Iron Tigers,06 - 52,Canoas Bulls,,,,brasileirao-2023,SATC - Criciúma/SC
2023-08-06 14:00:00,PRC Guardian Saints,40 - 06,JEC Gladiators,,,,brasileirao-2023,Croco Stadium - Curitiba/PR
2023-08-19 10:00:00,Vikings FA,35 - 00,Piracicaba Cane Cutters,,,,brasileirao-2023,CT Touchdown - São Paulo/SP
2023-08-20 10:00:00,Caraguá Ghostship,07 - 00,Assis Captains,,,,brasileirao-2023,Caraguatatuba/SP
2023-08-20 10:00:00,Macaé Oilers,12 - 00,Tigres FA,,,,brasileirao-2023,Moacyrzão - Macaé/RJ
2023-08-26 14:00:00,Porto Alegre Pumpkins,47 - 00,JEC Gladiators,,,,brasileirao-2023,Coelhão - Guaíba/RS
2023-08-26 14:30:00,Goiânia Saints,08 - 30,Sorocaba Vipers,,,,brasileirao-2023,
2023-08-27 10:00:00,São Bernardo Avengers,44 - 06,Londrina Bristlebacks,,,,brasileirao-2023,Estádio Baetão - São Bernardo do Campo/SP
2023-08-27 10:30:00,Carlos Barbosa Ximangos,06 - 30,PRC Guardian Saints,,,,brasileirao-2023,Carlos Barbosa/RS
2023-09-02 18:00:00,São Miguel Indians,14 - 12,Canoas Bulls,,,,brasileirao-2023,Estádio Pr. Aurélio Canzi - São Miguel do Oeste/SC
2023-09-03 12:00:00,Rio de Janeiro Captains,00 - 37,Tigres FA,,,,brasileirao-2023,Septiba/RJ
2023-09-03 14:00:00,Gravataí Spartans,11 - 23,Criciúma Iron Tigers,,,,brasileirao-2023,Gravataí/RS
2023-09-09 09:00:00,Assis Captains,00 - 48,Londrina Bristlebacks,,,,brasileirao-2023,Assis/SP
2023-09-09 14:00:00,PRC Guardian Saints,13 - 27,Porto Alegre Pumpkins,,,,brasileirao-2023,Croco Stadium - Curitiba/PR
2023-09-10 10:00:00,Caraguá Ghostship,00 - 52,Spartans Football,,,,brasileirao-2023,
2023-09-10 10:00:00,Sorocaba Vipers,20 - 28,Vikings FA,,,,brasileirao-2023,Jundiaí/SP
2023-09-10 14:00:00,Ocelots FA,52 - 00,Piracicaba Cane Cutters,,,,brasileirao-2023,Jundiaí/SP
2023-09-16 14:00:00,JEC Gladiators,18 - 20,Carlos Barbosa Ximangos,,,,brasileirao-2023,Grêmio Whirlpool - Joinville/SC
2023-09-17 10:00:00,Macaé Oilers,46 - 06,Rio de Janeiro Captains,,,,brasileirao-2023,Estádio do Expedicionário - Macaé/RJ
2023-09-23 16:00:00,São Miguel Indians,51 - 02,Gravataí Spartans,,,,brasileirao-2023,Estádio Pr. Aurélio Canzi - São Miguel do Oeste/SC
2023-09-24 10:00:00,Assis Captains,00 - 61,São Bernardo Avengers,,,,brasileirao-2023,Assis/SP
2023-09-24 14:00:00,Londrina Bristlebacks,07 - 51,Spartans Football,,,,brasileirao-2023,Assis/SP
2023-10-01 10:00:00,Goiânia Saints,00 - 43,Ocelots FA,,,,brasileirao-2023,Clube de Campo Empyreo - Leme/SP
2023-10-01 10:30:00,Carlos Barbosa Ximangos,06 - 48,Porto Alegre Pumpkins,,,,brasileirao-2023,Carlos Barbosa/RS
2023-10-01 14:00:00,Piracicaba Cane Cutters,08 - 64,Sorocaba Vipers,,,,brasileirao-2023,Clube de Campo Empyreo - Leme/SP
2023-10-08 10:00:00,Gravataí Spartans,00 - 55,Erechim Coroados,,,,brasileirao-2023,Gravataí/RS
2023-10-08 10:00:00,Tigres FA,07 - 06,Macaé Oilers,,,,brasileirao-2023,Ipatingão - Ipatinga/MG
2023-10-14 10:00:00,Caraguá Ghostship,00 - 47,São Bernardo Avengers,,,,brasileirao-2023,Mauá/SP
2023-10-21 00:00:00,Vikings FA,49 - 00,Goiânia Saints,,,,brasileirao-2023,W.O.
2023-10-21 00:00:00,Tigres FA,49 - 00,Rio de Janeiro Captains,,,,brasileirao-2023,W.O.
2023-10-22 08:00:00,Spartans Football,84 - 06,Assis Captains,,,,brasileirao-2023,CT Touchdown - São Paulo/SP
2023-10-22 10:00:00,Criciúma Iron Tigers,06 - 32,São Miguel Indians,,,,brasileirao-2023,SATC - Criciúma/SC
2023-10-22 14:00:00,Sorocaba Vipers,00 - 26,Ocelots FA,,,,brasileirao-2023,Centro Esportivo Dr. Pitico - Sorocaba/SP
2023-10-22 14:30:00,Canoas Bulls,14 - 00,Erechim Coroados,,,,brasileirao-2023,Centro Olímpico - Canoas/RS
2023-10-29 14:30:00,JEC Gladiators,00 - 49,PRC Guardian Saints,,,,brasileirao-2023,W.O.
2023-11-11 14:30:58,Rio Football Academy,24 - 14,Guarulhos Rhynos,,,,brasileirao-2023,
2023-11-11 15:00:32,Coritiba Crocodiles,42 - 00,Corinthians Steamrollers,,,,brasileirao-2023,
2023-11-12 09:30:34,Rio Preto Weilers,35 - 07,Brown Spiders,,,,brasileirao-2023,
2023-11-18 17:00:12,Galo FA,42 - 00,Flamengo Imperadores,,,,brasileirao-2023,
2023-11-26 10:30:42,Coritiba Crocodiles,13 - 24,Rio Preto Weilers,,,,brasileirao-2023,
2023-12-03 12:00:41,Galo FA,14 - 11,Rio Football Academy,,,,brasileirao-2023,
2023-12-09 18:00:39,Galo FA,07 - 16,Rio Preto Weilers,,,,brasileirao-2023,
2023-11-05 12:00:38,Porto Alegre Pumpkins,20 - 13,Erechim Coroados,,,,brasileirao-2023,
2023-11-05 14:00:22,Ocelots FA,22 - 09,São Bernardo Avengers,,,,brasileirao-2023,
2023-11-12 10:00:05,Canoas Bulls,07 - 06,Guardian Saints,,,,brasileirao-2023,
2023-11-12 10:00:10,Spartans Football,43 - 00,Macaé Oilers,,,,brasileirao-2023,
2023-11-26 15:00:32,Porto Alegre Pumpkins,13 - 10,Canoas Bulls,,,,brasileirao-2023,
2023-02-18 00:00:22,Salgueiros Renegades,21 - 20,Lisboa Navigators,,,,liga-portuguesa-2023,
2023-02-19 15:00:00,Lisboa Lions,20 - 28,Cascais Crusaders,,,,liga-portuguesa-2023,
2023-02-25 15:00:00,Braga Warriors,13 - 14,Mutts CFA,,,,liga-portuguesa-2023,
2023-03-04 12:00:00,Cascais Crusaders,34 - 08,Lisboa Navigators,,,,liga-portuguesa-2023,
2023-03-05 15:00:00,Braga Warriors,42 - 28,Lisboa Lions,,,,liga-portuguesa-2023,
2023-03-11 00:00:29,Mutts CFA,03 - 36,Lisboa Devils,,,,liga-portuguesa-2023,
2023-03-12 15:00:00,Cascais Crusaders,41 - 18,Salgueiros Renegades,,,,liga-portuguesa-2023,
2023-03-18 00:00:05,Lisboa Devils,38 - 19,Lisboa Lions,,,,liga-portuguesa-2023,
2023-03-25 15:00:00,Lisboa Navigators,15 - 21,Mutts CFA,,,,liga-portuguesa-2023,
2023-03-26 00:00:56,Salgueiros Renegades,20 - 02,Braga Warriors,,,,liga-portuguesa-2023,
2023-04-01 00:00:02,Lisboa Lions,19 - 18,Lisboa Navigators,,,,liga-portuguesa-2023,
2023-04-02 00:00:16,Cascais Crusaders,21 - 13,Lisboa Devils,,,,liga-portuguesa-2023,
2023-04-15 00:00:08,Lisboa Devils,41 - 00,Braga Warriors,,,,liga-portuguesa-2023,
2023-04-15 00:00:34,Mutts CFA,00 - 12,Salgueiros Renegades,,,,liga-portuguesa-2023,
2023-04-22 00:00:34,Mutts CFA,00 - 35,Cascais Crusaders,,,,liga-portuguesa-2023,
2023-04-30 15:00:00,Lisboa Navigators,20 - 19,Lisboa Devils,,,,liga-portuguesa-2023,
2023-05-06 00:00:55,Lisboa Lions,13 - 33,Mutts CFA,,,,liga-portuguesa-2023,
2023-05-07 00:00:28,Braga Warriors,12 - 21,Cascais Crusaders,,,,liga-portuguesa-2023,
2023-05-12 00:00:00,Lisboa Devils,41 - 13,Salgueiros Renegades,,,,liga-portuguesa-2023,
2023-05-20 15:00:00,Lisboa Navigators,20 - 12,Braga Warriors,,,,liga-portuguesa-2023,
2023-05-21 00:00:47,Salgueiros Renegades,20 - 20,Lisboa Lions,,,,liga-portuguesa-2023,
2023-06-03 00:00:13,Lisboa Devils,31 - 17,Salgueiros Renegades,,,,liga-portuguesa-2023,
2023-06-04 00:00:26,Cascais Crusaders,34 - 00,Mutts CFA,,,,liga-portuguesa-2023,
2023-06-17 00:00:43,Cascais Crusaders,27 - 21,Lisboa Devils,,,,liga-portuguesa-2023,
2023-03-05 10:00:00,Tigres FA,02 - 22,Locomotiva FA,,,,campeonato-mineiro-2023,Ipatingão - Ipatinga/MG
2023-03-12 10:00:00,Juiz de Fora Imperadores,42 - 00,Pouso Alegre Gladiadores,,,,campeonato-mineiro-2023,Juiz de Fora/MG
2023-03-18 13:00:00,Locomotiva FA,46 - 00,Golden Lions,,,,campeonato-mineiro-2023,Faculdade Universo - Belo Horizonte/MG
2023-03-25 10:00:00,Pouso Alegre Gladiadores,20 - 00,Uberlândia Lobos,,,,campeonato-mineiro-2023,Estádio Municipal - São Sebastião da Bela Vista/MG
2023-04-09 10:00:00,Uberlândia Lobos,03 - 39,Juiz de Fora Imperadores,,,,campeonato-mineiro-2023,Contagem/MG
2023-04-09 14:00:00,Golden Lions,06 - 40,Tigres FA,,,,campeonato-mineiro-2023,Contagem/MG
2023-04-21 18:00:05,Pouso Alegre Gladiadores,39 - 00,Golden Lions,,,,campeonato-mineiro-2023,
2023-04-23 10:00:59,Tigres FA,06 - 03,Uberlândia Lobos,,,,campeonato-mineiro-2023,
2023-05-06 15:00:03,Locomotiva FA,29 - 00,Tigres FA,,,,campeonato-mineiro-2023,
2023-05-07 10:00:04,Juiz de Fora Imperadores,49 - 00,Pouso Alegre Gladiadores,,,,campeonato-mineiro-2023,
2023-05-27 14:00:42,Galo FA,55 - 00,Pouso Alegre Gladiadores,,,,campeonato-mineiro-2023,
2023-05-28 00:00:48,Cruzeiro FA,00 - 49,Tigres FA,,,,campeonato-mineiro-2023,
2023-05-28 10:00:52,Juiz de Fora Imperadores,20 - 37,Locomotiva FA,,,,campeonato-mineiro-2023,
2023-06-11 10:00:11,Locomotiva FA,51 - 06,Tigres FA,,,,campeonato-mineiro-2023,
2023-06-11 14:00:02,Galo FA,48 - 00,Juiz de Fora Imperadores,,,,campeonato-mineiro-2023,
2023-06-25 15:00:08,Galo FA,37 - 00,Locomotiva FA,,,,campeonato-mineiro-2023,
2023-03-05 09:00:00,Caruaru Wolves,07 - 06,Santa Cruz Pirates,,-,,copa-nordeste-2023,CT Ninho do Gavião - Caruaru/PE
2023-03-25 16:00:00,Santa Cruz Pirates,28 - 14,Mariners Development,,-,,copa-nordeste-2023,Cabo de Sto. Agostinho/PE
2023-03-26 09:00:00,Caucaia Sabres,08 - 18,Ceará Bulldogs,,-,,copa-nordeste-2023,Caucaia/CE
2023-04-16 09:00:00,Ceará Bulldogs,02 - 08,Caucaia Sabres,,-,,copa-nordeste-2023,Estádio Almir Dutra - Maracanaú/CE
2023-04-16 14:00:00,Tropa Campina,07 - 14,Patos FA,,-,,copa-nordeste-2023,Campina Grande/PB
2023-04-23 14:00:00,Patos FA,22 - 11,Parnamirim Scorpions,,-,,copa-nordeste-2023,"Estádio Municipal ""O Dorjão"" - Teixeira/PB"
2023-04-23 14:00:00,Mariners Development,13 - 06,Caruaru Wolves,,-,,copa-nordeste-2023,Arena de Pernambuco - São Lourenço da Mata/PE
2023-05-07 16:00:00,Parnamirim Scorpions,28 - 00,Tropa Campina,,-,,copa-nordeste-2023,Estádio do Potiguar - Parnamirim/RN
2023-05-21 10:00:40,Caruaru Wolves,17 - 00,Ceará Bulldogs,,,,copa-nordeste-2023,
2023-06-04 10:00:04,Patos FA,27 - 08,Caruaru Wolves,,,,copa-nordeste-2023,
2023-01-28 09:00:00,Valença Hunters,06 - 00,Recreio Tigers,,,,carioca-bowl-2023,Praia de Botafogo - Rio de Janeiro/RJ
2023-01-28 09:00:00,Falcões,13 - 06,Dark Owls FA,,,,carioca-bowl-2023,Praia de Botafogo - Rio de Janeiro/RJ
2023-01-28 10:30:00,Botafogo Reptiles,06 - 28,Hammerheads,,,,carioca-bowl-2023,Praia de Botafogo - Rio de Janeiro/RJ
2023-01-28 10:30:00,Mamutes FA,12 - 00,Piratas de Copacabana,,,,carioca-bowl-2023,Praia de Botafogo - Rio de Janeiro/RJ
2023-01-28 14:00:00,Recreio Tigers,00 - 28,Falcões,,,,carioca-bowl-2023,Praia de Botafogo - Rio de Janeiro/RJ
2023-01-28 14:00:00,Valença Hunters,00 - 14,Dark Owls FA,,,,carioca-bowl-2023,Praia de Botafogo - Rio de Janeiro/RJ
2023-01-28 15:30:00,Hammerheads,06 - 00,Mamutes FA,,,,carioca-bowl-2023,Praia de Botafogo - Rio de Janeiro/RJ
2023-01-28 15:30:00,Botafogo Reptiles,09 - 08,Piratas de Copacabana,,,,carioca-bowl-2023,Praia de Botafogo - Rio de Janeiro/RJ
2023-01-29 09:00:00,Valença Hunters,06 - 26,Falcões,,,,carioca-bowl-2023,Praia de Botafogo - Rio de Janeiro/RJ
2023-01-29 09:00:00,Recreio Tigers,08 - 20,Dark Owls FA,,,,carioca-bowl-2023,Praia de Botafogo - Rio de Janeiro/RJ
2023-01-29 10:30:00,Hammerheads,07 - 06,Piratas de Copacabana,,,,carioca-bowl-2023,Praia de Botafogo - Rio de Janeiro/RJ
2023-01-29 10:30:00,Botafogo Reptiles,14 - 00,Mamutes FA,,,,carioca-bowl-2023,Praia de Botafogo - Rio de Janeiro/RJ
2023-01-29 14:00:00,Hammerheads,25 - 14,Dark Owls FA,,,,carioca-bowl-2023,
2023-01-29 14:00:00,Falcões,20 - 00,Botafogo Reptiles,,,,carioca-bowl-2023,
2023-01-29 16:00:00,Falcões,27 - 07,Hammerheads,,,,carioca-bowl-2023,
2023-03-12 14:00:00,Coritiba Crocodiles,60 - 00,Maringá Pyros,,,,campeonato-paranaense-2023,Croco Stadium - Curitiba/PR
2023-03-12 14:00:00,Londrina Bristlebacks,14 - 07,Cascavel Olympians,,,,campeonato-paranaense-2023,Estádio Uady Chaiben - Londrina/PR
2023-03-19 09:30:00,Brown Spiders,38 - 00,Curitiba Lions,,,,campeonato-paranaense-2023,Centro Esportivo Fanático - Campo Largo/PR
2023-03-19 14:00:00,Paraná HP,24 - 00,Ponta Grossa Phantoms,,,,campeonato-paranaense-2023,Centro Esportivo Fanático - Campo Largo/PR
2023-04-02 10:00:00,Maringá Pyros,00 - 27,Paraná HP,,,,campeonato-paranaense-2023,Maringá/PR
2023-04-02 14:00:00,Curitiba Lions,00 - 39,Londrina Bristlebacks,,,,campeonato-paranaense-2023,Croco Stadium - Curitiba/PR
2023-04-16 09:30:00,Ponta Grossa Phantoms,00 - 55,Coritiba Crocodiles,,,,campeonato-paranaense-2023,Croco Stadium - Curitiba/PR
2023-04-16 14:00:00,Curitiba Lions,00 - 55,PRC Guardian Saints,,,,campeonato-paranaense-2023,Croco Stadium - Curitiba/PR
2023-04-23 14:00:00,Londrina Bristlebacks,03 - 06,Brown Spiders,,,,campeonato-paranaense-2023,Estádio VGD - Londrina/PR
2023-04-30 14:00:00,Maringá Pyros,14 - 22,Ponta Grossa Phantoms,,,,campeonato-paranaense-2023,Maringá/PR
2023-05-07 09:30:00,PRC Guardian Saints,05 - 24,Brown Spiders,,,,campeonato-paranaense-2023,Croco Stadium - Curitiba/PR
2023-05-07 10:00:00,Cascavel Olympians,26 - 00,Curitiba Lions,,,,campeonato-paranaense-2023,Cascavel/PR
2023-05-07 14:00:00,Coritiba Crocodiles,33 - 00,Paraná HP,,,,campeonato-paranaense-2023,Croco Stadium - Curitiba/PR
2023-05-20 14:00:00,Brown Spiders,38 - 00,Cascavel Olympians,,,,campeonato-paranaense-2023,Centro Esportivo Fanático - Campo Largo/PR
2023-05-21 14:00:00,PRC Guardian Saints,18 - 14,Londrina Bristlebacks,,,,campeonato-paranaense-2023,Croco Stadium - Curitiba/PR
2023-05-27 14:00:00,Cascavel Olympians,00 - 18,PRC Guardian Saints,,,,campeonato-paranaense-2023,Cascavel/PR
2023-06-04 14:00:00,Ponta Grossa Phantoms,49 - 00,Cascavel Olympians,,,,campeonato-paranaense-2023,
2023-06-04 14:00:00,Londrina Bristlebacks,37 - 14,Maringá Pyros,,,,campeonato-paranaense-2023,
2023-06-17 14:00:00,Brown Spiders,14 - 00,Paraná HP,,,,campeonato-paranaense-2023,
2023-06-18 14:00:00,Coritiba Crocodiles,41 - 06,Guardian Saints,,,,campeonato-paranaense-2023,
2023-07-02 14:00:00,Ponta Grossa Phantoms,00 - 19,Londrina Bristlebacks,,,,campeonato-paranaense-2023,
2023-07-23 14:00:00,Brown Spiders,00 - 42,Coritiba Crocodiles,,,,campeonato-paranaense-2023,
2023-03-05 10:00:00,Empyreo Leme Lizards,13 - 16,Ocelots FA,,,,sao-paulo-football-league-2023,Clube de Campo Empyreo - Leme/SP
2023-03-05 14:00:00,Rio Preto Weilers,48 - 00,São Bernardo Avengers,,,,sao-paulo-football-league-2023,Teixeirão - S. J. do Rio Preto/SP
2023-03-12 10:00:00,Vikings FA,00 - 41,Guarulhos Rhynos,,,,sao-paulo-football-league-2023,Ribeirão Pires/SP
2023-03-12 14:00:00,Moura Lacerda Dragons,42 - 06,Guarani Indians,,,,sao-paulo-football-league-2023,Campus Moura Lacerda - Ribeirão Preto/SP
2023-03-19 14:00:00,Corinthians Steamrollers,29 - 14,Empyreo Leme Lizards,,,,sao-paulo-football-league-2023,CT Touchdown - São Paulo/SP
2023-03-19 14:00:00,Ocelots FA,31 - 30,São Bernardo Avengers,,,,sao-paulo-football-league-2023,Jundiaí/SP
2023-03-26 10:00:00,Vikings FA,02 - 37,Moura Lacerda Dragons,,,,sao-paulo-football-league-2023,Parque Municipal do Tatuapé - São Paulo/SP
2023-03-26 14:00:00,Guarulhos Rhynos,14 - 14,Spartans Football,,,,sao-paulo-football-league-2023,CT Touchdown - São Paulo/SP
2023-04-02 14:00:00,Corinthians Steamrollers,07 - 16,São Bernardo Avengers,,,,sao-paulo-football-league-2023,Estádio Baetão - São Bernardo do Campo/SP
2023-04-16 14:00:00,Spartans Football,41 - 06,Guarani Indians,,,,sao-paulo-football-league-2023,CT Touchdown - São Paulo/SP
2023-04-23 10:00:00,Moura Lacerda Dragons,13 - 19,Guarulhos Rhynos,,,,sao-paulo-football-league-2023,Sorocaba/SP
2023-04-23 10:00:00,São Bernardo Avengers,16 - 34,Empyreo Leme Lizards,,,,sao-paulo-football-league-2023,Jundiaí/SP
2023-04-23 14:00:00,Corinthians Steamrollers,36 - 42,Ocelots FA,,,,sao-paulo-football-league-2023,Jundiaí/SP
2023-04-30 14:00:00,Spartans Football,21 - 07,Vikings FA,,,,sao-paulo-football-league-2023,CT Touchdown - São Paulo/SP
2023-05-07 10:00:00,Rio Preto Weilers,42 - 00,Ocelots FA,,,,sao-paulo-football-league-2023,Valinhos/SP
2023-05-07 14:00:00,Guarani Indians,21 - 07,Guarulhos Rhynos,,,,sao-paulo-football-league-2023,Valinhos/SP
2023-05-21 10:00:00,Guarani Indians,41 - 21,Vikings FA,,,,sao-paulo-football-league-2023,Jundiaí/SP
2023-05-21 10:00:00,Moura Lacerda Dragons,20 - 07,Spartans Football,,,,sao-paulo-football-league-2023,Campus Moura Lacerda - Ribeirão Preto/SP
2023-05-21 14:00:00,Corinthians Steamrollers,07 - 31,Rio Preto Weilers,,,,sao-paulo-football-league-2023,Jundiaí/SP
2023-05-28 10:00:00,Empyreo Leme Lizards,07 - 31,Rio Preto Weilers,,,,sao-paulo-football-league-2023,Clube de Campo Empyreo - Leme/SP
2023-03-19 10:00:00,Santos Tsunami,06 - 00,Werewolves Football,,,,sao-paulo-football-league-2023,CT Touchdown - São Paulo/SP
2023-03-19 10:00:00,Franca Carrascos,14 - 32,Cruzeiro Guardians,,,,sao-paulo-football-league-2023,Jundiaí/SP
2023-03-26 10:00:00,Sorocaba Vipers,18 - 08,Rhynos Academy,,,,sao-paulo-football-league-2023,CT Touchdown - São Paulo/SP
2023-03-26 14:00:00,São Paulo Storm,12 - 03,Tatuapé Monsters,,,,sao-paulo-football-league-2023,Parque Municipal do Tatuapé - São Paulo/SP
2023-04-02 10:00:00,Franca Carrascos,08 - 07,Werewolves Football,,,,sao-paulo-football-league-2023,Clube de Campo Empyreo - Leme/SP
2023-04-16 10:00:00,São Paulo Storm,12 - 28,Rhynos Academy,,,,sao-paulo-football-league-2023,CT Touchdown - São Paulo/SP
2023-04-16 14:00:00,Cruzeiro Guardians,15 - 06,Santos Tsunami,,,,sao-paulo-football-league-2023,Estádio Municipal - Cruzeiro/SP
2023-04-23 14:00:00,Sorocaba Vipers,50 - 07,Tatuapé Monsters,,,,sao-paulo-football-league-2023,Sorocaba/SP
2023-04-30 10:00:00,Werewolves Football,07 - 28,Cruzeiro Guardians,,,,sao-paulo-football-league-2023,CT Touchdown - São Paulo/SP
